"","time","I","D","I_.25","D_.25","I_.5","D_.5","I_.6","D_.6","I_.7","D_.7","I_.8","D_.8"
"203",202,1568.97562030814,168994.999355749,5197.92745330404,161107.966720914,17795.5933879554,149701.161732142,28969.7911088103,143282.701601917,46333.4755898889,134996.586576917,71332.8770785966,123920.19009879
"204",203,1464.99028544921,169005.830711822,4888.04454032552,161143.976790014,16878.2721976704,149824.968925541,27593.1898250449,143484.674565336,44357.8569941789,135320.438465698,68732.2927235969,124420.378172384
"205",204,1367.88543135069,169015.944168009,4596.5194412535,161177.839631571,16006.9436778164,149942.389405239,26278.637650998,143677.037759452,42457.9909984406,135630.450615805,66206.543221847,124902.258172075
"206",205,1277.20723322726,169025.3872315,4322.27811440943,161209.682499478,15179.4336679099,150053.743871744,25023.6592422323,143860.225512105,40631.7237572297,135927.156432601,63755.0865744218,125366.362791066
"207",206,1192.53161507029,169034.204275303,4064.30778820084,161239.625196742,14393.6572167399,150159.337815746,23825.8466459171,144034.654709759,38876.8928136155,136211.073901056,61377.2343787567,125813.220330704
"208",207,1113.46232314356,169042.436743786,3821.65364897367,161267.780501203,13647.6163640633,150259.462147454,22682.8607809102,144200.725284445,37191.3353173808,136482.705553921,59072.1665586623,126243.353683394
"209",208,1039.62912143496,169050.123344895,3593.41568625975,161294.254568163,12939.3978113793,150354.393809685,21592.432456579,144358.820709604,35572.8953923417,136742.538495785,56838.944962921,126657.279453177
"210",209,970.686101358912,169057.300229886,3378.74569060472,161319.147311021,12267.1704799397,150444.396377697,20552.3629801664,144509.308501698,34019.4307270013,136991.044476351,54676.5263690159,127055.507160252
"211",210,906.310098970579,169064.001161386,3176.84439881072,161342.552761004,11629.1830336887,150529.720636283,19560.5243988026,144652.540724844,32528.8184050254,137228.680009634,52583.7747741307,127438.538534748
"212",211,846.199213187992,169070.257670497,2986.95878155501,161364.559407009,11023.7614104793,150610.605123097,18614.8594186387,144788.854495981,31098.960063324,137455.886531413,50559.4729630635,127806.866895785
